user_id,user_id1
2066,5970
2066,5984
2066,1522
2066,4095
2066,6516
2066,7511
2066,4064
2066,8442
2066,2723
2066,8408
2066,8079
2066,3569
2066,7479
2066,7506
2066,1077
2066,5612
2066,2066
2066,6605
2066,2920
2066,6015
2066,2309
2066,185
2066,5723
2066,1007
2066,23
2066,5439
2066,3416
2066,6287
2066,3118
2066,5655
2066,4066
2066,6281
2066,4611
2066,6655
2066,4854
2066,1896
2066,3344
2066,93
2066,6628
2066,3403
2066,5197
2066,32
2066,1523
2066,1110
2066,2203
2066,3593
2066,4298
2066,7251
2066,2705
2066,2794
2066,1477
2066,7891
2066,5948
2066,2852
2066,1965
2066,2916
2066,8249
2066,3967
2066,3674
2066,581
2066,6828
2066,6875
2066,195
2066,2164
2066,5071
2066,7249
2066,2550
2066,4837
2066,2125
2066,3682
2066,2883
2066,3183
2066,1761
2066,7143
2066,6193
2066,927
2066,2861
2066,5624
2066,8342
2066,8116
2066,4750
2610,3627
2610,4581
2610,1887
2610,7996
2610,1427
2610,4384
2610,3230
2610,5910
2610,7676
2610,690
2610,4227
2610,1431
2610,6374
2610,4738
2610,7570
2610,5933
2610,6045
2610,4539
2610,3538
2610,56
2610,7917
2610,7923
2610,751
2610,2028
2610,7889
2610,2872
2610,7155
2610,4175
2610,3215
2610,802
2610,7258
2610,7129
2610,6108
2610,4580
2610,2868
2610,6116
2610,2825
2610,4679
2610,1535
2610,1609
2610,5590
2610,7648
2610,7338
2610,3811
2610,473
2610,2132
2610,7322
2610,5382
2610,6290
2610,5743
2610,4302
2610,2723
2610,5970
2610,7312
2610,8399
2610,7864
2610,5404
2610,4906
2610,6995
2610,5282
2610,2352
2610,5973
2610,1077
2610,3944
2610,8083
2610,7775
2610,197
2610,5439
2610,6257
2610,6091
2610,8396
2610,6878
2610,3416
2610,5035
2610,6268
2610,5610
2610,213
2610,4171
2610,7481
2610,940
2610,7739
2610,957
2610,4538
2610,6977
2610,8318
2610,6802
2610,1452
2610,7497
2610,6929
2610,2210
2610,3706
2610,4360
2610,4910
2610,5148
2610,7249
2610,8373
2610,2547
2610,3479
2610,7011
2610,3493
2610,3666
2610,2376
2610,4938
2610,2860
2610,4276
2610,5162
1077,2604
1077,3681
1077,8267
1077,5590
1077,2051
1077,3443
1077,903
1077,7193
1077,5933
1077,581
1077,5238
1077,8382
1077,1008
1077,7676
1077,7740
1077,7864
1077,3538
1077,732
1077,7959
1077,7570
1077,306
1077,5486
1077,1765
1077,615
1077,6677
1077,7923
1077,1101
1077,762
1077,4580
1077,8426
1077,3839
1077,7736
1077,1305
1077,1535
1077,7338
1077,4499
1077,7209
1077,5686
1077,7129
1077,2825
1077,4342
1077,7057
1077,4169
1077,7489
1077,2748
1077,5985
1077,6468
1077,5135
1077,1222
1077,2354
1077,6805
1077,690
1077,6553
1077,1588
1077,5360
1077,801
1077,2352
1077,6284
1077,4011
1077,473
1077,2113
1077,1227
1077,5262
1077,1497
1077,1406
1077,7490
1077,8342
1077,3837
1077,667
1077,1079
1077,1887
1077,8155
1077,5935
1077,3489
1077,6995
1077,1641
1077,926
1077,7586
1077,3822
1077,6290
1077,1929
1077,6013
1077,7312
1077,7065
1077,7515
1077,1415
1077,5115
1077,6108
1077,7778
1077,6045
1077,4906
1077,606
1077,96
1077,8399
1077,5399
1077,2864
1077,7917
1077,8034
1077,5612
1077,2549
1077,6091
1077,1751
1077,2948
1077,25
1077,4084
1077,4764
1077,5973
1077,8396
1077,3459
1077,4227
1077,1541
1077,6584
1077,3864
1077,7847
1077,816
1077,4402
1077,6736
1077,5642
1077,7258
1077,197
1077,3310
1077,7775
1077,802
1077,5587
1077,4175
1077,939
1077,2078
1077,5078
1077,5858
1077,5506
1077,8029
1077,1185
1077,3790
1077,1427
1077,4419
1077,8230
1077,3233
1077,2028
1077,1946
1077,6030
1077,6379
1077,3464
1077,6461
1077,4518
1077,3586
1077,327
1077,6119
1077,1077
1077,1842
1077,774
1077,1202
1077,3811
1077,5964
1077,6147
1077,3092
1077,1843
1077,1609
1077,7926
1077,542
1077,1335
1077,5125
1077,2678
1077,2177
1077,5652
1077,1740
1077,6268
1077,8047
1077,6184
1077,1247
1077,5651
1077,3416
1077,7794
1077,6376
1077,3287
1077,1871
1077,2032
1077,6565
1077,4938
1077,675
1077,159
1077,3596
1077,4924
1077,5230
1077,2398
1077,2826
1077,5910
1077,5169
1077,6205
1077,6062
1077,2189
1077,1024
1077,4738
1077,6476
1077,4597
1077,5382
1077,2324
1077,6305
1077,3419
1077,3073
1077,5021
1077,2667
1077,5404
1077,3944
1077,7739
1077,1304
1077,6233
1077,7619
1077,2167
1077,4539
1077,6605
1077,2868
1077,7870
1077,6996
1077,2066
1077,4195
1077,7147
1077,2610
1077,4736
1077,8224
1077,4538
1077,1841
1077,2172
1077,7322
1077,5318
1077,8373
1077,4670
1077,7487
1077,7071
1077,5368
1077,1896
1077,2416
1077,1634
1077,4611
1077,6154
1077,7420
1077,1452
1077,6794
1077,5493
1077,7486
1077,8090
1077,3546
1077,4362
1077,1780
1077,5923
1077,613
1077,283
1077,2985
1077,1745
1077,2301
1077,2277
1077,2999
1077,7653
1077,89
1077,4360
1077,5148
1077,7648
1077,213
1077,4351
1077,5861
1077,4910
1077,4682
1077,3493
1077,6212
1077,7368
1077,4276
1077,1696
1077,3506
1077,4171
1077,3389
1077,4367
1077,5250
1077,7249
1077,6656
1077,2210
1077,6878
1077,2860
1077,685
1077,2547
1077,5162
1077,3666
1077,5142
1077,4220
1077,8079
1077,4022
1077,7497
1077,6599
1077,5439
1077,2640
1077,7251
1077,3118
1077,2023
1077,3215
1077,633
1077,2125
1077,6056
1077,1332
1077,1522
1077,6457
1077,2609
1077,215
1077,1184
1077,1170
1077,6501
1077,2723
1077,940
1077,1715
1077,8501
1077,1072
1077,3714
7775,1568
7775,2748
7775,1406
7775,307
7775,7676
7775,137
7775,1222
7775,3166
7775,2536
7775,7627
7775,581
7775,951
7775,762
7775,802
7775,7209
7775,499
7775,7057
7775,7256
7775,5933
7775,7218
7775,7923
7775,1277
7775,2242
7775,4539
7775,1535
7775,732
7775,7487
7775,3776
7775,56
7775,209
7775,783
7775,751
7775,7142
7775,6995
7775,2999
7775,2319
7775,3479
7775,671
7775,5763
7775,2825
7775,4171
7775,2115
7775,6434
7775,376
7775,6374
7775,4384
7775,1010
7775,7489
7775,4498
7775,2164
7775,3493
7775,5198
7775,2354
7775,5454
7775,1515
7775,1525
7775,1115
7775,7174
7775,6468
7775,2352
7775,2697
7775,4774
7775,3623
7775,4011
7775,1227
7775,5923
7775,76
7775,1948
7775,6422
7775,5973
7775,331
7775,3073
7775,8061
7775,1014
7775,3908
7775,6736
7775,3837
7775,1059
7775,6045
7775,680
7775,1554
7775,1806
7775,7653
7775,4580
7775,5743
7775,6749
7775,4263
7775,3596
7775,1929
7775,1541
7775,5935
7775,6013
7775,7731
7775,4958
7775,6677
7775,982
7775,3822
7775,1220
7775,3076
7775,3489
7775,3619
7775,7864
7775,4924
7775,5590
7775,5642
7775,1565
7775,5189
7775,7312
7775,5470
7775,5994
7775,660
7775,6429
7775,4639
7775,6030
7775,4611
7775,3569
7775,2982
7775,6805
7775,7338
7775,5644
7775,3514
7775,1258
7775,1887
7775,1134
7775,2160
7775,6091
7775,4980
7775,5721
7775,1543
7775,4342
7775,8083
7775,1745
7775,5984
7775,2023
7775,2123
7775,1751
7775,2481
7775,5399
7775,3914
7775,2301
7775,8466
7775,5805
7775,5939
7775,2549
7775,2864
7775,5030
7775,1871
7775,8342
7775,5612
7775,379
7775,6794
7775,159
7775,3416
7775,6376
7775,4902
7775,96
7775,3795
7775,4112
7775,5484
7775,3790
7775,5493
7775,2047
7775,5382
7775,25
7775,4670
7775,5447
7775,4738
7775,197
7775,5439
7775,7334
7775,4175
7775,2167
7775,7917
7775,3468
7775,8224
7775,2729
7775,473
7775,7775
7775,4538
7775,2852
7775,7138
7775,2078
7775,7071
7775,8090
7775,2948
7775,5162
7775,2416
7775,6119
7775,6996
7775,2667
7775,8396
7775,2610
7775,5964
7775,4195
7775,4795
7775,816
7775,2723
7775,7322
7775,3714
7775,5990
7775,2678
7775,5230
7775,6108
7775,5506
7775,7554
7775,8025
7775,3944
7775,1304
7775,3348
7775,5855
7775,6257
7775,7481
7775,213
7775,1609
7775,7736
7775,6194
7775,5858
7775,5169
7775,5078
7775,3215
7775,7926
7775,1247
7775,4207
7775,4227
7775,6878
7775,6154
7775,1008
7775,3706
7775,6802
7775,7284
7775,5404
7775,5282
7775,3389
7775,3811
7775,2132
7775,7368
7775,8245
7775,8154
7775,4371
7775,2547
7775,2640
7775,2398
7775,6248
7775,4268
7775,4360
7775,1185
7775,3233
7775,8447
7775,4048
7775,7797
7775,5856
7775,4736
7775,5861
7775,5035
7775,848
7775,799
7775,3118
7775,4764
7775,7231
7775,7648
7775,2677
7775,5370
7775,7519
7775,5250
7775,887
7775,3237
7775,7618
7775,4499
7775,4682
7775,1072
7775,5318
7775,1522
7775,1077
7775,7251
7775,4421
7775,1555
7775,7486
7775,4351
7775,7479
7775,1427
3128,7839
3128,1406
3128,3627
3128,8170
3128,1641
3128,3811
3128,2852
3128,5399
3128,3493
3128,660
3128,4469
3128,2667
3128,783
3128,5645
3128,4329
3128,3839
3128,4342
3128,8340
3128,4913
3128,329
3128,3479
3128,751
3128,7919
3128,2957
3128,3044
3128,6372
3128,3310
3128,8038
3128,926
3128,6013
3128,7645
3128,6302
3128,4308
3128,3908
3128,2210
3128,6611
3128,3790
3128,8482
3128,3619
3128,141
3128,7870
3128,45
3128,5642
3128,5856
3128,5861
3128,283
3128,1522
3128,6148
3128,1541
3128,2664
3128,8154
3128,3389
3128,7479
3128,8442
3128,23
3128,2678
3128,1298
3128,7543
3128,6118
3128,4367
3128,2934
3128,7746
3128,8373
3128,2035
3128,4276
3128,6233
3128,7487
3128,8447
3128,4351
3128,5125
3128,7923
3128,4357
3128,8164
3128,7648
3128,5148
3128,8224
3128,5250
3128,2794
3128,1007
3128,5493
3128,7117
3128,3821
3128,937
3128,2723
3128,2916
3128,2985
3128,7251
3128,8187
3128,7497
3128,499
3128,3118
3128,4431
3128,7080
3128,8128
3128,5627
3128,117
3128,7511
3128,6315
3128,2132
3128,3215
3128,2301
3128,4022
3128,1962
3128,3899
3128,5439
3128,6570
3128,1552
3128,7368
3128,472
3128,5758
3128,4764
3128,7653
3128,887
3128,4860
3128,5686
3128,1780
3128,4583
3128,4576
3128,7880
3128,6584
3128,2108
3128,7108
3128,678
3128,4068
3128,5675
3128,1573
3128,6974
6996,2609
6996,2113
6996,7889
6996,794
6996,4607
6996,8213
6996,1305
6996,797
6996,306
6996,2849
6996,7126
6996,1676
6996,6922
6996,4112
6996,5790
6996,1525
6996,751
6996,2950
6996,1896
6996,660
6996,2345
6996,6257
6996,6677
6996,3776
6996,1258
6996,7645
6996,3443
6996,4085
6996,3477
6996,1855
6996,7209
6996,5148
6996,4597
6996,4770
6996,6982
6996,914
6996,5597
6996,7864
6996,6347
6996,2982
6996,6374
6996,3287
6996,5644
6996,2283
6996,1887
6996,5871
6996,25
6996,2023
6996,8422
6996,4051
6996,3482
6996,4291
6996,2392
6996,819
6996,3461
6996,1156
6996,484
6996,3468
6996,5721
6996,5948
6996,6091
6996,8396
6996,5856
6996,8466
6996,8034
6996,8399
6996,2160
6996,7071
6996,1101
6996,5973
6996,7775
6996,977
6996,1015
6996,6852
6996,3464
6996,927
6996,8245
6996,3944
6996,47
6996,2926
6996,7099
6996,816
6996,5522
6996,4902
6996,7056
6996,5506
6996,1452
6996,8290
6996,7653
6996,2830
6996,7359
6996,46
6996,197
6996,1427
6996,3619
6996,3773
6996,2115
6996,4175
6996,2191
6996,5493
6996,7311
6996,7586
6996,7312
6996,743
6996,1335
6996,5587
6996,5984
6996,766
6996,7621
6996,320
6996,4795
6996,1522
6996,2667
6996,3233
6996,7919
6996,6108
6996,1641
6996,7487
6996,2078
6996,4321
6996,1342
6996,7623
6996,8078
6996,2901
6996,4402
6996,3586
6996,7731
6996,5660
6996,7996
6996,4115
6996,6432
6996,5964
6996,8061
6996,7465
6996,2695
6996,2177
6996,2125
6996,7284
6996,6268
6996,1402
6996,5970
6996,3170
6996,5382
6996,7797
6996,2035
6996,5610
6996,5030
6996,45
6996,4171
6996,3180
6996,1871
6996,4611
6996,2416
6996,4580
6996,5318
6996,8345
6996,5230
6996,3416
6996,3389
6996,957
6996,6673
6996,5189
6996,2324
6996,7354
6996,2817
6996,2678
6996,331
6996,2723
6996,6184
6996,1319
6996,5858
6996,5484
6996,2132
6996,3348
6996,2610
6996,534
6996,1586
6996,8431
6996,1609
6996,1024
6996,5155
6996,7251
6996,7347
6996,7368
6996,1223
6996,5651
6996,8047
6996,3092
6996,3353
6996,3596
6996,2664
6996,1072
6996,5642
6996,5781
6996,3215
6996,7481
6996,7836
6996,379
6996,7224
6996,4360
6996,6605
6996,3344
6996,5282
6996,6284
6996,2640
6996,6015
6996,213
6996,7870
6996,4451
6996,8079
6996,1134
6996,7497
6996,1191
6996,6205
6996,1130
6996,4367
6996,5404
6996,5439
6996,8154
6996,3569
6996,1634
6996,7479
6996,4985
6996,940
6996,4276
6996,4670
6996,5035
6996,7519
6996,887
6996,5590
6996,7147
6996,3714
6996,23
6996,2794
6996,1007
6996,6856
6996,1077
6996,967
6996,7746
6996,1022
6996,3894
2078,2242
2078,903
2078,7996
2078,7923
2078,3044
2078,306
2078,3538
2078,6045
2078,3479
2078,5590
2078,5484
2078,7142
2078,8396
2078,1745
2078,6468
2078,2115
2078,1014
2078,8342
2078,2354
2078,7209
2078,1227
2078,2172
2078,6422
2078,6794
2078,3118
2078,5318
2078,1871
2078,3073
2078,3342
2078,3389
2078,4580
2078,4195
2078,7071
2078,1565
2078,4538
2078,7917
2078,5454
2078,358
2078,2852
2078,3472
2078,3944
2078,5973
2078,7645
2078,5282
2078,4985
2078,7487
2078,2160
2078,6284
2078,2872
2078,5447
2078,2926
2078,606
2078,8224
2078,3310
2078,2667
2078,1402
2078,7987
2078,4207
2078,5493
2078,6205
2078,7322
2078,6673
2078,3180
2078,8399
2078,6030
2078,3790
2078,5642
2078,4268
2078,4499
2078,8414
2078,6108
2078,2167
2078,6257
2078,8442
2078,5030
2078,4906
2078,2191
2078,3233
2078,3215
2078,3170
2078,3811
2078,4351
2078,6119
2078,3681
2078,1077
2078,8426
2078,1706
2078,1984
2078,3416
2078,2678
2078,5382
2078,957
2078,5035
2078,2132
2078,7099
2078,4005
2078,2125
2078,4597
2078,4910
2078,3493
2078,5230
2078,8245
2078,6376
2078,7359
2078,213
2078,6996
2078,5506
2078,2023
2078,4171
2078,1843
2078,6982
2078,5861
2078,3192
2078,7479
2078,5984
2078,6501
2078,6184
2078,2324
2078,5610
2078,4611
2078,3348
2078,1079
2078,5404
2078,2929
2078,5125
2078,7497
2078,2664
2078,3128
2078,940
2078,6802
6184,2189
6184,1406
6184,3538
6184,1115
6184,567
6184,3714
6184,5421
6184,2604
6184,3839
6184,957
6184,2190
6184,4689
6184,794
6184,903
6184,7741
6184,7193
6184,8086
6184,1381
6184,7736
6184,3738
6184,2051
6184,6504
6184,802
6184,826
6184,6374
6184,7142
6184,7923
6184,8213
6184,3493
6184,797
6184,3583
6184,4011
6184,7627
6184,5933
6184,3389
6184,6584
6184,7312
6184,7174
6184,6284
6184,8382
6184,837
6184,3044
6184,6995
6184,5612
6184,5586
6184,306
6184,4607
6184,2277
6184,2172
6184,1765
6184,275
6184,5861
6184,1607
6184,7676
6184,1305
6184,7490
6184,7924
6184,7889
6184,6501
6184,8314
6184,8425
6184,499
6184,4581
6184,581
6184,1694
6184,8170
6184,5238
6184,6553
6184,2825
6184,76
6184,690
6184,1535
6184,751
6184,2872
6184,732
6184,3482
6184,6986
6184,2113
6184,5802
6184,2481
6184,1568
6184,2354
6184,6116
6184,2115
6184,746
6184,1997
6184,5135
6184,5360
6184,3627
6184,7746
6184,2748
6184,6929
6184,1515
6184,4910
6184,4810
6184,1948
6184,5743
6184,1222
6184,2352
6184,6422
6184,2695
6184,6677
6184,6045
6184,5167
6184,2160
6184,4874
6184,8083
6184,7251
6184,8090
6184,6468
6184,939
6184,3837
6184,1134
6184,1227
6184,7516
6184,8029
6184,1929
6184,3489
6184,6457
6184,7864
6184,4998
6184,7751
6184,7127
6184,4342
6184,6239
6184,6077
6184,703
6184,3073
6184,3514
6184,197
6184,2852
6184,4738
6184,3834
6184,7056
6184,5148
6184,6091
6184,8034
6184,5994
6184,6653
6184,3841
6184,3464
6184,1843
6184,1751
6184,6878
6184,8396
6184,1415
6184,2690
6184,5973
6184,1258
6184,1541
6184,2041
6184,7486
6184,6108
6184,6429
6184,5078
6184,25
6184,5454
6184,2957
6184,6611
6184,8106
6184,2237
6184,6736
6184,6013
6184,2765
6184,5125
6184,3342
6184,967
6184,2476
6184,5447
6184,6194
6184,7778
6184,6147
6184,1821
6184,8399
6184,7621
6184,606
6184,3619
6184,146
6184,5318
6184,4985
6184,473
6184,379
6184,2678
6184,635
6184,4419
6184,3519
6184,6794
6184,3811
6184,5220
6184,7917
6184,4227
6184,5771
6184,1014
6184,5721
6184,5030
6184,4220
6184,6347
6184,816
6184,7284
6184,2416
6184,141
6184,6257
6184,5262
6184,2167
6184,5858
6184,7147
6184,6119
6184,1452
6184,7648
6184,7330
6184,4084
6184,4085
6184,2864
6184,1185
6184,7258
6184,4531
6184,4902
6184,2019
6184,926
6184,1170
6184,7926
6184,4267
6184,944
6184,4345
6184,7359
6184,5758
6184,8245
6184,5984
6184,7919
6184,7996
6184,4169
6184,7653
6184,4112
6184,7368
6184,1674
6184,4906
6184,5651
6184,3233
6184,2860
6184,6268
6184,8147
6184,329
6184,5021
6184,8373
6184,1072
6184,7964
6184,7311
6184,4351
6184,7731
6184,1323
6184,2023
6184,2078
6184,5230
6184,4597
6184,5964
6184,3170
6184,5935
6184,5652
6184,3118
6184,5493
6184,2132
6184,1077
6184,3287
6184,4611
6184,45
6184,3348
6184,2301
6184,6154
6184,6110
6184,5035
6184,7322
6184,5169
6184,1715
6184,2817
6184,7391
6184,5382
6184,7479
6184,4580
6184,6673
6184,5484
6184,660
6184,6141
6184,1634
6184,6996
6184,471
6184,1522
6184,667
6184,7481
6184,7420
6184,4938
6184,8466
6184,1780
6184,7071
6184,4195
6184,3416
6184,3076
6184,1609
6184,5642
6184,4276
6184,5439
6184,4367
6184,3790
6184,5282
6184,3944
6184,5644
6184,675
6184,23
6184,5610
6184,2640
6184,940
6184,7497
6184,331
6184,7487
6184,3596
6184,8154
6184,3215
6184,2667
6184,6233
6184,3092
6184,547
6184,213
6184,2035
6184,7870
6184,4613
6184,4207
8442,3811
8442,8090
8442,3944
8442,7347
8442,3076
8442,1072
8442,957
8442,2132
8442,940
8442,5030
8442,3170
8442,6056
8442,5035
8442,7622
8442,141
8442,213
8442,3215
8442,547
8442,5318
8442,2167
8442,2177
8442,7471
8442,5610
8442,1676
8442,534
8442,329
8442,3569
8442,2023
8442,45
8442,4580
8442,4738
8442,3128
8442,8164
8442,8431
8442,7121
8442,6605
8442,1191
8442,1522
8442,4276
8442,4783
8442,5642
8442,3118
8442,8373
8442,3344
8442,2066
8442,2925
8442,2640
8442,2664
8442,4398
8442,4374
8442,5439
8442,7249
8442,2035
8442,5856
8442,2852
8442,8079
8442,7497
8442,3338
8442,1077
8442,8321
8442,7313
8442,1427
8442,8365
8442,2692
8442,6517
8442,185
8442,7231
8442,306
8442,2732
8442,5810
8442,1715
8442,23
8442,4012
8442,2175
8442,3666
8442,4065
8442,4020
8442,1957
8442,2872
8442,3614
8442,887
8442,8405
8442,319
8442,6660
8442,2610
8442,7653
8442,6243
8442,2210
8442,7479
8442,7515
8442,1556
8442,3068
8442,5675
8442,6916
8442,4751
8442,8505
8442,3074
8442,8116
8442,229
8442,2057
8442,6254
8442,3414
8442,293
8442,2584
8442,2844
8442,3312
8442,4357
1406,5612
1406,7864
1406,3128
1406,2830
1406,7312
1406,2277
1406,6105
1406,7570
1406,7676
1406,2588
1406,7775
1406,2113
1406,1969
1406,671
1406,2132
1406,5538
1406,4342
1406,1277
1406,2189
1406,5910
1406,1185
1406,8106
1406,6030
1406,6184
1406,3627
1406,6805
1406,5610
1406,2610
1406,6677
1406,6794
1406,8408
1406,1535
1406,1887
1406,3839
1406,5933
1406,3506
1406,6504
1406,5421
1406,1222
1406,4795
1406,3675
1406,8090
1406,5973
1406,306
1406,473
1406,2176
1406,8466
1406,6398
1406,3837
1406,4276
1406,2667
1406,5439
1406,6995
1406,3215
1406,1072
1406,4227
1406,1026
1406,1077
1406,2640
1406,6091
1406,5935
1406,7964
1406,4451
1406,801
1406,3073
1406,6611
1406,4613
1406,3398
1406,2547
1406,4360
1406,3148
1406,5990
1406,6154
1406,1890
1406,6878
1406,2167
1406,1008
1406,675
1406,6161
1406,8154
1406,213
1406,5148
1406,1062
1406,4618
1406,1202
1406,5169
1406,7071
1406,7368
1406,1522
1406,8155
1406,5023
1406,5078
1406,2177
1406,12
1406,6056
1406,2257
1406,7648
1406,1130
1406,1406
1406,7033
1406,471
1406,7486
1406,3493
1406,2398
1406,5370
1406,3416
1406,5460
1406,2723
1406,7792
1406,7497
1406,4171
1406,5250
1406,6078
1406,2210
1406,940
1406,6254
1406,1696
1406,6248
1406,887
1406,8036
1406,8264
1406,5484
1406,4764
1406,7483
1406,6828
1406,2117
1406,6831
1406,5162
1406,2916
5439,2799
5439,2852
5439,6805
5439,3405
5439,3790
5439,7832
5439,7740
5439,7676
5439,2277
5439,2028
5439,8029
5439,1535
5439,405
5439,4059
5439,6045
5439,5923
5439,6468
5439,732
5439,5379
5439,7338
5439,3190
5439,2115
5439,3040
5439,2559
5439,939
5439,1033
5439,5939
5439,6553
5439,751
5439,7751
5439,593
5439,7864
5439,5590
5439,6978
5439,5169
5439,766
5439,2948
5439,2032
5439,4998
5439,5938
5439,1541
5439,8078
5439,6347
5439,1185
5439,6605
5439,6268
5439,1931
5439,7312
5439,6257
5439,5644
5439,3287
5439,5858
5439,7586
5439,6290
5439,3389
5439,5721
5439,5587
5439,8034
5439,1134
5439,1821
5439,868
5439,1008
5439,1072
5439,1543
5439,2189
5439,3419
5439,7334
5439,7775
5439,5973
5439,2667
5439,8090
5439,2864
5439,25
5439,6091
5439,6977
5439,7347
5439,5162
5439,2678
5439,1304
5439,3270
5439,4580
5439,819
5439,2830
5439,3706
5439,7917
5439,2476
5439,7919
5439,7627
5439,7621
5439,6205
5439,7284
5439,2549
5439,6599
5439,4267
5439,7097
5439,197
5439,4902
5439,5078
5439,7249
5439,1641
5439,331
5439,7486
5439,3811
5439,1060
5439,926
5439,1406
5439,3493
5439,3170
5439,7452
5439,4276
5439,181
5439,7020
5439,473
5439,6056
5439,6611
5439,8373
5439,8155
5439,2132
5439,6484
5439,5861
5439,7258
5439,7313
5439,1843
5439,3627
5439,774
5439,6147
5439,8147
5439,3348
5439,5282
5439,6233
5439,6030
5439,213
5439,471
5439,2929
5439,2257
5439,1609
5439,2927
5439,2868
5439,1871
5439,4924
5439,2247
5439,3063
5439,3944
5439,7368
5439,4195
5439,5035
5439,4451
5439,2301
5439,3416
5439,23
5439,4022
5439,7870
5439,4801
5439,2547
5439,3128
5439,1497
5439,3714
5439,2640
5439,6184
5439,4360
5439,3596
5439,5142
5439,3215
5439,2496
5439,1223
5439,887
5439,8005
5439,7737
5439,6996
5439,2897
5439,6856
5439,2999
5439,7479
5439,5651
5439,7648
5439,7071
5439,4783
5439,5988
5439,3111
5439,1522
5439,1007
5439,7497
5439,7746
5439,5612
5439,4367
